Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Miyazaki/110/2017	EPI1155243	2017-09-04	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.06	11.00	2017.68	2017-09-04
A/Nebraska/8/2017	EPI1078358	2017-09-05	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.06	11.00	2017.68	2017-09-05
A/NewMexico/19/2017	EPI1060163	2017-08-10	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.07	11.00	2017.61	2017-08-11
A/Perth/339/2017	EPI1153127	2017-11-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2017.85	2017-11-08
A/Brisbane/209/2017	EPI1179645	2017-12-29	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	11.00	2017.99	2017-12-29
A/Singapore/GP2400/2017	EPI1145453	2017-12-14	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2017.95	2017-12-14
A/Guangdong-Jinping/SWL8157/2019	EPI1589679	2019-08-03	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.15	0.57	6b1.A	0.01	0.00	0.00	7.00	0.02	12.00	2019.59	2019-08-04
A/Philippines/1/2018	EPI1297243	2018-05-28	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2018.41	2018-05-28
A/Kagoshima/74144/2017	EPI1215190	2017-12-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	13.00	2017.98	2017-12-25
A/Shiga/32/2017	EPI1190082	2017-11-07	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.06	12.00	2017.85	2017-11-08
A/Fukuoka-C/23/2017	EPI1155172	2017-11-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.06	12.00	2017.89	2017-11-21
A/Mie/34/2017	EPI1147997	2017-11-29	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2017.91	2017-11-30
A/Shizuoka/17S064/2018	EPI1364795	2018-01-26	Japan Korea	Japan	unknown	Niigata University	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.07	2018-01-26
A/Osaka-C/10/2018	EPI1252884	2018-02-01	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	7.00	0.03	12.00	2018.09	2018-02-01
A/Sapporo/5/2018	EPI1190116	2018-01-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.05	2018-01-19
A/Gunma/9/2018	EPI1246570	2018-01-08	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	13.00	2018.02	2018-01-09
A/HongKong/4975/2017	EPI1197993	2017-12-10	China	Hong Kong	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.05	13.00	2017.94	2017-12-10
A/Tauranga/1/2018	EPI1283217	2018-06-05	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2018.43	2018-06-06
A/Aichi/17/2018	EPI1312669	2018-01-15	Japan Korea	Japan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2018.04	2018-01-15
A/Kawasaki/42/2018	EPI1270527	2018-02-06	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.10	2018-02-07
A/Kanagawa/ZC1732/2018	EPI1214013	2018-02-23	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.15	2018-02-23
A/Yokohama/81/2018	EPI1260437	2018-04-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.03	12.00	2018.27	2018-04-10
A/Kanagawa/ZC1730/2018	EPI1214001	2018-02-13	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2018.12	2018-02-14
A/Lao/1470/2018	EPI1433767	2018-06-26	Southeast Asia	Laos	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	7.00	0.02	12.00	2018.48	2018-06-26
A/Tochigi/18139/2018	EPI1363283	2018-09-05	Japan Korea	Japan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.01	17.00	2018.68	2018-09-05
A/Sydney/90/2018	EPI1281643	2018-06-23	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2018.48	2018-06-24
A/Bulgaria/1381/2018	EPI1357298	2018-12-06	Europe	Bulgaria	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.01	14.00	2018.93	2018-12-06
A/SakonNakhon/119/2018	EPI1281658	2018-06-20	Southeast Asia	Thailand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.03	13.00	2018.47	2018-06-21
A/Aichi/201/2018	EPI1319090	2018-08-29	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	13.00	2018.66	2018-08-29
A/Chanthaburi/130/2018	EPI1281625	2018-07-11	Southeast Asia	Thailand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.53	2018-07-11
A/Phetchaburi/1136/2018	EPI1310977	2018-06-18	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	12.00	2018.46	2018-06-18
A/Gansu-Xifeng/1143/2019	EPI1380700	2019-02-17	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	14.00	2019.13	2019-02-18
A/HongKong/124/2019	EPI1353592	2018-12-28	China	Hong Kong	unknown	Hong Kong Department Of Health	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.03	13.00	2018.99	2018-12-28
A/Nakhonphanom/339/2018	EPI1361199	2018-11-04	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.04	13.00	2018.84	2018-11-04
A/Beijing-Chaoyang/SWL12591/2018	EPI1339327	2018-10-28	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.05	12.00	2018.83	2018-10-29
A/Gansu-Linxia/SWL1206/2019	EPI1504324	2019-03-12	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.03	12.00	2019.20	2019-03-13
A/Hubei-Fangxian/SWL53/2019	EPI1504297	2019-05-13	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.02	12.00	2019.36	2019-05-13
A/Congo/502/2017	EPI1207494	2017-11-15	Africa	Congo	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2017.88	2017-11-16
A/Tanzania/1177/2018	EPI1164546	2018-01-08	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	12.00	2018.02	2018-01-09
A/Tanzania/1175/2018	EPI1164540	2018-01-07	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	12.00	2018.02	2018-01-08
A/Newcastle/10/2018	EPI1269256	2018-03-25	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.04	12.00	2018.23	2018-03-25
A/Qatar/10-vi-18-0039784/2018	EPI1315931	2018-07-15	West Asia	Qatar	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.02	12.00	2018.54	2018-07-16
A/Osaka/98/2018	EPI1364361	2018-12-10	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.01	12.00	2018.94	2018-12-10
A/Kanagawa/ZC1736/2018	EPI1301231	2018-08-21	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.02	13.00	2018.64	2018-08-21
A/SchleswigHolstein/3/2018	EPI1393301	2018-05-05	Europe	Germany	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.04	12.00	2018.34	2018-XX-XX
A/Bhutan/1217/2018	EPI1323732	2018-09-12	South Asia	Bhutan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.02	12.00	2018.70	2018-09-12
A/AbuDhabi/136/2018	EPI1329711	2018-10-20	West Asia	United Arab Emirates	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.02	12.00	2018.80	2018-10-20
A/SaudiArabia/1152587505/2018	EPI1315947	2018-06-23	West Asia	Saudi Arabia	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.98	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.03	12.00	2018.48	2018-06-24
A/Lao/F3336/2018	EPI1465246	2018-11-19	Southeast Asia	Laos	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	1.03	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.02	12.00	2018.89	2018-11-20
A/Malaysia/RP0573/2019	EPI1550233	2019-02-13	Southeast Asia	Malaysia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	1.03	0.57	6b1.A/183P-4	0.00	0.00	0.00	6.00	0.02	15.00	2019.12	2019-02-13
A/Nagano/2652/2018	EPI1346393	2018-11-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	1.03	0.57	6b1.A/183P-4	0.00	0.00	0.00	7.00	0.02	13.00	2018.90	2018-11-26
A/Nagano/2649/2018	EPI1346389	2018-11-26	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	1.03	0.57	6b1.A/183P-4	0.00	0.00	0.00	7.00	0.02	13.00	2018.90	2018-11-26
A/India/1038/2017	EPI1164269	2017-12-19	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2017.97	2017-12-20
A/Peru/7118/2018	EPI1266970	2018-03-04	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	14.00	2018.18	2018-03-05
A/Ecuador/609/2017	EPI1181357	2017-12-22	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2017.97	2017-12-22
A/Delaware/36/2017	EPI1099363	2017-10-24	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.06	12.00	2017.82	2017-10-25
A/Wakayama/125/2017	EPI1169068	2017-12-03	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2017.93	2017-12-04
A/Colombia/2555/2018	EPI1385440	2018-11-29	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	12.00	2018.91	2018-11-30
A/Pennsylvania/276/2017	EPI1137050	2017-12-14	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	13.00	2017.96	2017-12-15
A/Ecuador/2089/2019	EPI1408174	2019-01-13	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	14.00	2019.04	2019-01-13
A/Ecuador/815/2018	EPI1408159	2018-12-13	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	15.00	2018.95	2018-12-13
A/Ecuador/3670/2017	EPI1182015	2017-12-26	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2017.99	2017-12-27
A/Peru/7418/2018	EPI1266978	2018-02-20	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2018.14	2018-02-20
A/Bolivia/2185/2018	EPI1385345	2018-10-30	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	14.00	2018.83	2018-10-30
A/PuertoMontt/87367/2018	EPI1392787	2018-10-09	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.77	2018-10-10
A/PuertoMontt/87368/2018	EPI1392795	2018-10-12	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.78	2018-10-12
A/Ecuador/7215/2018	EPI1365544	2018-03-06	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2018.18	2018-03-06
A/Norway/3226/2018	EPI1276984	2018-07-30	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.58	2018-07-30
A/Catalonia/NSVH110673676/2018	EPI1313358	2018-08-02	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.59	2018-08-02
A/Ecuador/3798/2018	EPI1181325	2018-01-18	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.05	2018-01-19
A/Colombia/7886/2018	EPI1245791	2018-03-16	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.21	2018-03-17
A/Suriname/167/2018	EPI1316219	2018-06-12	South America	Suriname	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	13.00	2018.45	2018-06-13
A/Bridgend/6340/2018	EPI1318965	2018-10-28	Europe	United Kingdom	unknown	Public Health Wales Microbiology	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	14.00	2018.83	2018-10-29
A/Paraguay/7796/2019	EPI1546366	2019-05-02	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	15.00	2019.34	2019-05-03
A/Paraguay/1029/2019	EPI1546272	2019-03-30	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.02	15.00	2019.24	2019-03-30
A/Iowa/8/2018	EPI1195653	2018-02-01	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.04	12.00	2018.09	2018-02-01
A/Taiwan/79730/2018	EPI1382634	2018-10-24	China	Taiwan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.82	2018-10-25
A/Pennsylvania/125/2018	EPI1271267	2018-07-26	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.57	2018-07-26
A/VinaDelMar/93229/2018	EPI1393624	2018-10-30	South America	Chile	unknown	Instituto De Salud Publica De Chile	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	14.00	2018.83	2018-10-30
A/Argentina/13782/2018	EPI1312390	2018-08-06	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.60	2018-08-06
A/Venezuela/4/2018	EPI1277854	2018-08-07	South America	Venezuela	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.60	2018-08-07
A/Norway/3188/2018	EPI1276978	2018-06-27	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.49	2018-06-27
A/Meknes/217/2018	EPI1437407	2018-12-13	Africa	Morocco	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	12.00	2018.95	2018-12-13
A/Rabat/454/2019	EPI1437457	2019-01-21	Africa	Morocco	unknown	Crick Worldwide Influenza Centre	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.00	12.00	2019.06	2019-01-21
A/Bolivia/1912/2018	EPI1316441	2018-09-05	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.68	2018-09-05
A/Bolivia/1748/2018	EPI1316409	2018-08-07	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	12.00	2018.60	2018-08-07
A/Coyhaique/95157/2018	EPI1363326	2018-11-07	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.85	2018-11-08
A/Argentina/13824/2018	EPI1311064	2018-08-18	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	14.00	2018.63	2018-08-18
A/Ecuador/614/2017	EPI1182046	2017-12-24	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2017.98	2017-12-24
A/Ecuador/72/2018	EPI1182039	2018-01-04	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2018.01	2018-01-05
A/Ecuador/16/2018	EPI1181976	2018-01-02	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2018.01	2018-01-02
A/Ecuador/385/2018	EPI1181999	2018-01-11	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.48	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2018.03	2018-01-11
A/Ecuador/3748/2018	EPI1196367	2018-01-10	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.48	0.57	6b1.A	0.00	0.00	0.00	5.00	0.05	12.00	2018.03	2018-01-10
A/Colombia/7888/2018	EPI1245799	2018-03-18	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2018.21	2018-03-18
A/Ecuador/7239/2018	EPI1365552	2018-03-11	South America	Ecuador	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.03	12.00	2018.19	2018-03-12
A/Catalonia/NSVH131078467/2018	EPI1305758	2018-09-06	Europe	Spain	unknown	Hospital Universitari Vall D'hebron	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	13.00	2018.68	2018-09-07
A/Colombia/2463/2018	EPI1373129	2018-11-22	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	14.00	2018.89	2018-11-22
A/Colombia/2259/2018	EPI1385448	2018-11-08	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.01	14.00	2018.86	2018-11-09
A/England/60/2017	EPI1112372	2017-08-07	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.60	2017-08-08
A/England/58/2017	EPI1112364	2017-08-07	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.60	2017-08-08
A/England/62/2017	EPI1112388	2017-08-10	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.61	2017-08-11
A/England/63/2017	EPI1112781	2017-08-15	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.62	2017-08-16
A/England/64/2017	EPI1112779	2017-08-15	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	5.00	0.08	10.00	2017.62	2017-08-16
A/RostovOnDon/3171/2017	EPI1140307	2017-09-20	West Asia	Russia	unknown	State Research Center Of Virology And Biotechnology (Vector)	unknown	unknown	unknown	0.15	0.57	6b1.A	0.00	0.00	0.00	6.00	0.07	10.00	2017.72	2017-09-20
